ID	Species	MLST	Locus_1	Locus_2	Locus_3	Locus_4	Locus_5	Locus_6	Locus_7	
ERR1230387.fa	lmonocytogenes	1861	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230388.fa	lmonocytogenes	1861	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230389.fa	lmonocytogenes	1861	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230390.fa	lmonocytogenes	1860	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(23)	lhkA(3)	
ERR1230391.fa	lmonocytogenes	1859	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(142)	lhkA(3)	
ERR1230392.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230393.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(11)	lhkA(3)	
ERR1230394.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230395.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(9)	lhkA(3)	
ERR1230396.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230397.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230398.fa	lmonocytogenes	1858	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230399.fa	lmonocytogenes	1858	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230400.fa	lmonocytogenes	1858	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230401.fa	lmonocytogenes	1858	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230402.fa	lmonocytogenes	1857	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230403.fa	lmonocytogenes	1856	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230404.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(11)	lhkA(5)	
ERR1230405.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230406.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(90)	lhkA(5)	
ERR1230407.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(30)	lhkA(5)	
ERR1230408.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(10)	lhkA(5)	
ERR1230409.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230410.fa	lmonocytogenes	1855	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(120)	lhkA(5)	
ERR1230411.fa	lmonocytogenes	1854	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(10)	lhkA(5)	
ERR1230412.fa	lmonocytogenes	1853	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230413.fa	lmonocytogenes	1852	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(10)	lhkA(5)	
ERR1230414.fa	lmonocytogenes	1851	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(9)	lhkA(5)	
ERR1230415.fa	lmonocytogenes	1850	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230416.fa	lmonocytogenes	1849	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(90)	lhkA(5)	
ERR1230417.fa	lmonocytogenes	1848	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(90)	lhkA(5)	
ERR1230418.fa	lmonocytogenes	1847	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230419.fa	lmonocytogenes	1846	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(11)	lhkA(5)	
ERR1230420.fa	lmonocytogenes	1845	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1230421.fa	lmonocytogenes	1844	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1230422.fa	lmonocytogenes	1843	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1230423.fa	lmonocytogenes	1842	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1230424.fa	lmonocytogenes	1841	abcZ(1)	bglA(2)	cat(12)	dapE(1)	dat(2)	ldh(5)	lhkA(3)	
ERR1230425.fa	lmonocytogenes	1841	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(18)	lhkA(3)	
ERR1230426.fa	lmonocytogenes	1841	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1230427.fa	lmonocytogenes	1840	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1230428.fa	lmonocytogenes	1839	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1230429.fa	lmonocytogenes	1838	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(9)	
ERR1230430.fa	lmonocytogenes	1837	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(14)	lhkA(9)	
ERR1230431.fa	lmonocytogenes	1836	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(52)	lhkA(9)	
ERR1230432.fa	lmonocytogenes	1835	abcZ(7)	bglA(15)	cat(15)	dapE(8)	dat(6)	ldh(47)	lhkA(9)	
ERR1230433.fa	lmonocytogenes	1834	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1230434.fa	lmonocytogenes	1833	abcZ(8)	bglA(6)	cat(15)	dapE(6)	dat(6)	ldh(16)	lhkA(1)	
ERR1230435.fa	lmonocytogenes	1833	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1230436.fa	lmonocytogenes	1832	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1230437.fa	lmonocytogenes	1831	abcZ(5)	bglA(10)	cat(17)	dapE(20)	dat(1)	ldh(26)	lhkA(1)	
ERR1230438.fa	lmonocytogenes	1830	abcZ(7)	bglA(7)	cat(3)	dapE(10)	dat(5)	ldh(6)	lhkA(1)	
ERR1230439.fa	lmonocytogenes	1829	abcZ(7)	bglA(7)	cat(3)	dapE(10)	dat(5)	ldh(6)	lhkA(1)	
ERR1230440.fa	lmonocytogenes	1828	abcZ(7)	bglA(7)	cat(3)	dapE(10)	dat(5)	ldh(6)	lhkA(1)	
ERR1230441.fa	lmonocytogenes	1827	abcZ(5)	bglA(10)	cat(8)	dapE(21)	dat(6)	ldh(2)	lhkA(1)	
ERR1230442.fa	lmonocytogenes	1826	abcZ(7)	bglA(14)	cat(10)	dapE(19)	dat(9)	ldh(8)	lhkA(1)	
ERR1230443.fa	lmonocytogenes	1826	abcZ(7)	bglA(7)	cat(10)	dapE(4)	dat(5)	ldh(24)	lhkA(1)	
ERR1230444.fa	lmonocytogenes	1825	abcZ(7)	bglA(5)	cat(10)	dapE(21)	dat(1)	ldh(4)	lhkA(1)	
ERR1230445.fa	lmonocytogenes	1824	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1230446.fa	lmonocytogenes	1823	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1230447.fa	lmonocytogenes	1822	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1230448.fa	lmonocytogenes	1821	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(16)	lhkA(1)	
ERR1230449.fa	lmonocytogenes	1821	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1230450.fa	lmonocytogenes	1821	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1230451.fa	lmonocytogenes	1821	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1230452.fa	lmonocytogenes	1820	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1230453.fa	lmonocytogenes	1819	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230454.fa	lmonocytogenes	1818	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230455.fa	lmonocytogenes	1818	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230456.fa	lmonocytogenes	1817	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230457.fa	lmonocytogenes	1816	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230458.fa	lmonocytogenes	1816	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230459.fa	lmonocytogenes	1815	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230460.fa	lmonocytogenes	1815	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230461.fa	lmonocytogenes	1815	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230462.fa	lmonocytogenes	1815	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230463.fa	lmonocytogenes	1814	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230464.fa	lmonocytogenes	1813	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1230465.fa	lmonocytogenes	1812	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1230466.fa	lmonocytogenes	1812	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1230468.fa	lmonocytogenes	1812	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(133)	lhkA(1)	
ERR1230469.fa	lmonocytogenes	1811	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1230470.fa	lmonocytogenes	1810	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1230471.fa	lmonocytogenes	1809	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1230472.fa	lmonocytogenes	1808	abcZ(71)	bglA(68)	cat(74)	dapE(48)	dat(27)	ldh(191)	lhkA(50)	
ERR1230473.fa	lmonocytogenes	1807	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1276144.fa	lmonocytogenes	1806	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276145.fa	lmonocytogenes	1805	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276146.fa	lmonocytogenes	1804	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276147.fa	lmonocytogenes	1803	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276148.fa	lmonocytogenes	1802	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276149.fa	lmonocytogenes	1801	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276150.fa	lmonocytogenes	1800	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276151.fa	lmonocytogenes	1799	abcZ(11)	bglA(3)	cat(12)	dapE(38)	dat(3)	ldh(94)	lhkA(42)	
ERR1276152.fa	lmonocytogenes	1798	abcZ(11)	bglA(3)	cat(12)	dapE(38)	dat(3)	ldh(94)	lhkA(2)	
ERR1276153.fa	lmonocytogenes	1797	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276154.fa	lmonocytogenes	1796	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1276155.fa	lmonocytogenes	1796	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276156.fa	lmonocytogenes	1795	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1276157.fa	lmonocytogenes	1794	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276158.fa	lmonocytogenes	1793	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1276159.fa	lmonocytogenes	1792	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1276160.fa	lmonocytogenes	1791	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1276161.fa	lmonocytogenes	1790	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1276162.fa	lmonocytogenes	1789	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1276163.fa	lmonocytogenes	1789	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1276164.fa	lmonocytogenes	1788	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276165.fa	lmonocytogenes	1787	abcZ(7)	bglA(5)	cat(10)	dapE(21)	dat(1)	ldh(4)	lhkA(1)	
ERR1276166.fa	lmonocytogenes	1786	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276167.fa	lmonocytogenes	1785	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276168.fa	lmonocytogenes	1784	abcZ(5)	bglA(6)	cat(2)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1276169.fa	lmonocytogenes	1783	abcZ(7)	bglA(10)	cat(16)	dapE(7)	dat(82)	ldh(2)	lhkA(1)	
ERR1276170.fa	lmonocytogenes	1782	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1276171.fa	lmonocytogenes	1781	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276172.fa	lmonocytogenes	1780	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276173.fa	lmonocytogenes	1779	abcZ(11)	bglA(9)	cat(11)	dapE(15)	dat(3)	ldh(1)	lhkA(2)	
ERR1276174.fa	lmonocytogenes	1778	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1276175.fa	lmonocytogenes	1777	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1276176.fa	lmonocytogenes	1776	abcZ(11)	bglA(9)	cat(11)	dapE(15)	dat(3)	ldh(1)	lhkA(2)	
ERR1276177.fa	lmonocytogenes	1776	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276178.fa	lmonocytogenes	1775	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276179.fa	lmonocytogenes	1774	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1276180.fa	lmonocytogenes	1773	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1276181.fa	lmonocytogenes	1773	abcZ(7)	bglA(66)	cat(8)	dapE(87)	dat(6)	ldh(37)	lhkA(1)	
ERR1276182.fa	lmonocytogenes	1772	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276183.fa	lmonocytogenes	1771	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1276184.fa	lmonocytogenes	1770	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1276185.fa	lmonocytogenes	1769	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1276186.fa	lmonocytogenes	1768	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1276187.fa	lmonocytogenes	1767	abcZ(5)	bglA(7)	cat(3)	dapE(5)	dat(1)	ldh(8)	lhkA(6)	
ERR1276188.fa	lmonocytogenes	1766	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1276189.fa	lmonocytogenes	1765	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276190.fa	lmonocytogenes	1764	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276191.fa	lmonocytogenes	1763	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276192.fa	lmonocytogenes	1762	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276193.fa	lmonocytogenes	1761	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1276194.fa	lmonocytogenes	1760	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276195.fa	lmonocytogenes	1759	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276196.fa	lmonocytogenes	1758	abcZ(7)	bglA(5)	cat(10)	dapE(21)	dat(1)	ldh(4)	lhkA(1)	
ERR1276197.fa	lmonocytogenes	1757	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1276198.fa	lmonocytogenes	1756	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276199.fa	lmonocytogenes	1755	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276200.fa	lmonocytogenes	1754	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1276201.fa	lmonocytogenes	1753	abcZ(7)	bglA(49)	cat(19)	dapE(6)	dat(1)	ldh(24)	lhkA(1)	
ERR1276202.fa	lmonocytogenes	1752	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276203.fa	lmonocytogenes	1751	abcZ(7)	bglA(27)	cat(10)	dapE(41)	dat(5)	ldh(2)	lhkA(1)	
ERR1276204.fa	lmonocytogenes	1750	abcZ(6)	bglA(5)	cat(6)	dapE(4)	dat(1)	ldh(4)	lhkA(1)	
ERR1276205.fa	lmonocytogenes	1749	abcZ(2)	bglA(1)	cat(4)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276206.fa	lmonocytogenes	1748	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276207.fa	lmonocytogenes	1747	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276208.fa	lmonocytogenes	1746	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276209.fa	lmonocytogenes	1745	abcZ(5)	bglA(6)	cat(2)	dapE(7)	dat(5)	ldh(2)	lhkA(1)	
ERR1276210.fa	lmonocytogenes	1745	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276211.fa	lmonocytogenes	1744	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276212.fa	lmonocytogenes	1743	abcZ(17)	bglA(13)	cat(3)	dapE(6)	dat(5)	ldh(7)	lhkA(1)	
ERR1276213.fa	lmonocytogenes	1742	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276214.fa	lmonocytogenes	1742	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276215.fa	lmonocytogenes	1741	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276216.fa	lmonocytogenes	1740	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276217.fa	lmonocytogenes	1739	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276218.fa	lmonocytogenes	1738	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276219.fa	lmonocytogenes	1737	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276220.fa	lmonocytogenes	1736	abcZ(2)	bglA(1)	cat(11)	dapE(3)	dat(3)	ldh(1)	lhkA(7)	
ERR1276221.fa	lmonocytogenes	1736	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276222.fa	lmonocytogenes	1735	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276223.fa	lmonocytogenes	1735	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276224.fa	lmonocytogenes	1734	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276225.fa	lmonocytogenes	1734	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276226.fa	lmonocytogenes	1734	abcZ(8)	bglA(6)	cat(13)	dapE(6)	dat(5)	ldh(2)	lhkA(1)	
ERR1276227.fa	lmonocytogenes	1733	abcZ(7)	bglA(52)	cat(8)	dapE(6)	dat(1)	ldh(2)	lhkA(1)	
ERR1276228.fa	lmonocytogenes	1733	abcZ(7)	bglA(6)	cat(8)	dapE(8)	dat(6)	ldh(37)	lhkA(1)	
ERR1276229.fa	lmonocytogenes	1733	abcZ(1)	bglA(1)	cat(11)	dapE(11)	dat(2)	ldh(1)	lhkA(5)	
ERR1276230.fa	lmonocytogenes	1733	abcZ(11)	bglA(1)	cat(12)	dapE(16)	dat(3)	ldh(1)	lhkA(7)	
ERR1276231.fa	lmonocytogenes	1733	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1276232.fa	lmonocytogenes	1733	abcZ(7)	bglA(66)	cat(8)	dapE(87)	dat(6)	ldh(37)	lhkA(1)	
ERR1276233.fa	lmonocytogenes	1732	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276234.fa	lmonocytogenes	1731	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276235.fa	lmonocytogenes	1730	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276236.fa	lmonocytogenes	1729	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276237.fa	lmonocytogenes	1728	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276238.fa	lmonocytogenes	1727	abcZ(3)	bglA(9)	cat(9)	dapE(3)	dat(3)	ldh(1)	lhkA(5)	
ERR1276239.fa	lmonocytogenes	1726	abcZ(5)	bglA(6)	cat(2)	dapE(9)	dat(5)	ldh(3)	lhkA(1)	
ERR1276240.fa	lmonocytogenes	1726	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276241.fa	lmonocytogenes	1726	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276242.fa	lmonocytogenes	1726	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276243.fa	lmonocytogenes	1726	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276244.fa	lmonocytogenes	1726	abcZ(3)	bglA(1)	cat(1)	dapE(1)	dat(3)	ldh(1)	lhkA(3)	
ERR1276245.fa	lmonocytogenes	1726	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
ERR1276246.fa	lmonocytogenes	1726	abcZ(3)	bglA(1)	cat(12)	dapE(70)	dat(2)	ldh(1)	lhkA(5)	
ERR1276247.fa	lmonocytogenes	1726	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276248.fa	lmonocytogenes	1726	abcZ(1)	bglA(2)	cat(12)	dapE(3)	dat(2)	ldh(5)	lhkA(3)	
ERR1276249.fa	lmonocytogenes	1726	abcZ(5)	bglA(8)	cat(5)	dapE(7)	dat(6)	ldh(2)	lhkA(1)	
ERR1276250.fa	lmonocytogenes	1725	abcZ(7)	bglA(6)	cat(15)	dapE(18)	dat(12)	ldh(6)	lhkA(1)	
